dataset,label
"[0.6948959209318921, 0.6915011872681213, 0.6667039194830827, 0.6528498294312061, 0.6074073881676504, 0.5992656651647946, 0.5508616406113058, 0.5631224200169234, 0.5703200219391091, 0.5533336842284248, 0.5463671927113933, 0.548495293421504, 0.5044490914460312, 0.48653091912437996, 0.46636243791729887, 0.42380760878686136, 0.40873405199074203, 0.375262111284038, 0.3846426526781289, 0.3598228278933134, 0.3336665078658726, 0.3310506823277022, 0.3187825666482188, 0.2640520830673583, 0.27590573099609556, 0.26268446245061294, 0.2287429362921301, 0.2298284935799426, 0.2369922725682527, 0.19880207530759805, 0.17244521440853908, 0.1685391343392566, 0.13965766576728716, 0.1500799489828628, 0.11888963636318184, 0.10247773628911884, 0.09038063394163054, 0.04401578185679459, 0.04991847965423278, 0.05223437803495101, 0.020271355151099242, -0.0044614650358747315, 0.0021230843588266254, -0.04503586664635855, -0.048031870098347015, -0.11157933963306131, -0.08626076238118587, -0.13841864770651718, -0.14391351770328095, -0.15971043031321727, -0.14115502436490787]",0
"[0.706429595630379, 0.657721083503399, 0.6503234493939913, 0.6559643218421946, 0.6493772384981725, 0.6074800440305862, 0.6053748458696293, 0.6013757852876217, 0.5979728400940756, 0.5800494615696641, 0.5617036818412715, 0.5594796363046187, 0.5540888324750248, 0.5488689945068046, 0.5529175140366891, 0.5165277659081315, 0.5048133851458669, 0.5006164687948083, 0.49865716808008986, 0.49141785959869244, 0.4747739103410286, 0.47978233801095854, 0.44035808568882956, 0.4469182980371376, 0.45239426151240086, 0.39538512533210723, 0.43502695183610424, 0.4110135437425501, 0.415660328417569, 0.3934231030338988, 0.3840006530401119, 0.3724179475949639, 0.3940270356395188, 0.4013380387610527, 0.3570220494607463, 0.3580142545551995, 0.35607543468354125, 0.3612020459741231, 0.33833330143360996, 0.2840147979795703, 0.3010462090539673, 0.2734018493710548, 0.2865439874558229, 0.267340522826582, 0.2634436502677896, 0.22114857636657428, 0.25474792401514873, 0.24057563059142173, 0.21788018160205666, 0.21132430631966248, 0.22746157048059115]",0
"[0.05580914724811244, 0.03751337401035433, 0.059646815930985295, 0.02500133456953868, 0.060236911657815057, -0.0005348449438990176, 0.03370104655139851, 0.010155940960868803, -0.019614776175510863, 0.02081542487921048, -0.004556452585108985, -0.06806837755227996, -0.06722257427606344, -0.08121738023059023, -0.07966979233093031, -0.07309606866100764, -0.07397135785025219, -0.13096206443152075, -0.08863469529674353, -0.12832378853071089, -0.13061102199550947, -0.11640397805770938, -0.15500346914617613, -0.15002597794051833, -0.20543584773805407, -0.20985915566396485, -0.2055919971299231, -0.19577478408868698, -0.18442654440664588, -0.22689933840497487, -0.23173321167393052, -0.2581542477602303, -0.235143476621199, -0.2303156651568761, -0.25181206831201836, -0.24567826425721664, -0.2939744372087326, -0.29339680229442644, -0.26058652330086823, -0.3297208685990867, -0.32443769219996116, -0.3469558006609124, -0.3372125437266397, -0.38029117658183526, -0.35497994713767295, -0.3921623923312699, -0.3778018626438746, -0.39245803862628476, -0.3842183938750699, -0.39094206240423945, -0.43145951858235654]",0
"[0.8178441248914596, 0.7545400810545102, 0.7228607342274718, 0.6803850559748481, 0.6610898276407957, 0.601999188200292, 0.6180458976555447, 0.575339275251731, 0.5480143126931386, 0.49283271761455016, 0.47552517409312295, 0.4783890973249924, 0.39052642413348343, 0.39374723393206684, 0.3814870865419837, 0.34826762628223246, 0.3104017979541429, 0.29208803686342916, 0.20381099144920672, 0.2163706476164319, 0.18550910647292346, 0.14233739648341603, 0.09791109386429919, 0.11761749860878817, 0.05342322920680111, 0.07641402396851123, 0.01155155503662288, 0.006382400229768218, -0.06457969553108028, -0.06224947875519147, -0.10162988688728178, -0.11464748806130051, -0.13768983093085688, -0.1920623627343086, -0.2350459120464229, -0.2377074699415744, -0.26125448598301837, -0.3344494950207135, -0.32837717952953166, -0.3797189889780876, -0.32866202154790924, -0.41585246783948454, -0.46356316154848914, -0.4895723575626489, -0.47275721886750455, -0.5602515612424676, -0.5563036457222815, -0.5775578939992282, -0.5894594973975014, -0.6623699426067244, -0.6465370724850585]",0
"[0.565401353426245, 0.6005826013992162, 0.5498768091795396, 0.5028353638880207, 0.5045681008157156, 0.5203300123384375, 0.5050354347733651, 0.4865951427476225, 0.4645248905455583, 0.4340822504718653, 0.4484324965990445, 0.4468504347387691, 0.4231715263221963, 0.38465589738356726, 0.36804805471435464, 0.36084750952115385, 0.358983080460506, 0.3330731422641618, 0.29950138436163104, 0.32053496593581904, 0.32029764969296975, 0.2847956766748036, 0.27550208765014483, 0.2955610325219935, 0.2658600131292808, 0.2246218075271486, 0.23513822838008197, 0.1994609616521819, 0.22805355034125024, 0.19777999058766424, 0.16209681424502476, 0.1943289311470579, 0.16073782843938977, 0.13125649751098284, 0.1347472690894355, 0.10421965315620793, 0.11536056562444919, 0.1005446449796733, 0.12420677776365646, 0.03476138793513036, 0.06158524147892582, 0.04313537635707515, 0.0787014453322698, 0.007545591860048375, 0.008475826640121911, -0.011226684162045503, -0.007875116908460161, -0.04125198450204125, -0.07038115061661454, -0.08750522200348287, -0.02875238703648473]",0
"[0.05028302770096928, 0.03761102252487902, 0.01915672933114642, 0.0012936301180930376, 0.018697664792795568, -0.03632564287340799, -0.010627654105224234, -0.04787761871165523, -0.03854019352570238, -0.05202420090988134, -0.06405521408997823, -0.06202009328229432, -0.06156945077589465, -0.10069663369462234, -0.10690438054696494, -0.12545766198731842, -0.09805112725148492, -0.16102012558170378, -0.1633442865064175, -0.14979300551953906, -0.17477695128281728, -0.20520575067063776, -0.2055152640065064, -0.22161596145777684, -0.2163742774472601, -0.26100109075951305, -0.2212578478785172, -0.25756950413595237, -0.2969182572421632, -0.3249998448667606, -0.2741708716871888, -0.32418647297023195, -0.30682935585289967, -0.3580338568870812, -0.2929620695780329, -0.3047457223774302, -0.35480721011662475, -0.3789292784176825, -0.3967031869272247, -0.387784311690734, -0.42474112255415836, -0.460533279060101, -0.4478142435924639, -0.46099788902574895, -0.43816627402843106, -0.49053031314446455, -0.4858664966184719, -0.49700703090090625, -0.4636249145035876, -0.49589549621971873, -0.5069279074684622]",0
"[0.48400399255165627, 0.4468794422435817, 0.4247518498753921, 0.3710113526970785, 0.37730187018638545, 0.33026632220064084, 0.2763420907483531, 0.2996132690524061, 0.24540104242672128, 0.264135184101183, 0.178538472933472, 0.1910037925314674, 0.16537249635941595, 0.10636798349574536, 0.11404740600860534, 0.08380002769164173, 0.05058992447314733, 0.04684857241923002, 0.02257397387239606, -0.02988381712965578, -0.015958002703711224, -0.07279194076423746, -0.1197497446275125, -0.10867478322872307, -0.11670472218326915, -0.1643765643474963, -0.1461528174705972, -0.1806637163148272, -0.2371614443653925, -0.2503313891397, -0.252160445689735, -0.3235056607277138, -0.33501819895677376, -0.3672737736050388, -0.3654043494000428, -0.3588028050693925, -0.3976607679838661, -0.4574063247837679, -0.45117520490989693, -0.4633609978663152, -0.4990180506242952, -0.574161674196806, -0.576264321676431, -0.5890559975939509, -0.6125842729751952, -0.6392099264400716, -0.6383886829090145, -0.711053871382657, -0.6953089520805185, -0.7334613999231209, -0.7671353917732767]",0
"[0.026637127415969013, 0.04195090162884956, -0.01773285918728141, 0.003845406414082323, -0.014347451801010656, -0.03732815193792484, -0.013053097663469342, -0.038386822810337784, -0.08552093154169732, -0.10028156780161959, -0.05957490198780238, -0.07972113262028357, -0.09679795957320068, -0.13004922560943, -0.13391945003557412, -0.134990878653933, -0.10979936102640578, -0.16920508428136305, -0.18686312439600739, -0.1966316094328989, -0.2042934457521721, -0.1894294311843283, -0.25894871352647225, -0.2656997196537534, -0.2221948877040902, -0.2267003321470814, -0.28341414057908076, -0.30473862283035635, -0.3329338339767007, -0.32273740069785656, -0.32685161733014473, -0.31055335349895713, -0.33168138785074214, -0.32555102612544606, -0.32074683955835215, -0.35651474790279686, -0.45457639566975794, -0.39059212533819504, -0.40591121634261274, -0.43558650631952384, -0.40093823162779735, -0.42195176408827517, -0.4228577625010063, -0.46668492540057854, -0.43959460732726796, -0.5076090959011762, -0.5145233163432499, -0.505211291108146, -0.46576794263028937, -0.5388050313822964, -0.5553367107976083]",0
"[0.31936672034050473, 0.34942210790303807, 0.31878294219480985, 0.2815401858529592, 0.3053720258670926, 0.2502133188281091, 0.2657200550584371, 0.24511973804699586, 0.21614654058217872, 0.22964020346025632, 0.20342690827962534, 0.16934900833987412, 0.1958211037431677, 0.16726031977777875, 0.15513043142560495, 0.13273871519867425, 0.10697714795240056, 0.10899501469201729, 0.11138194998074075, 0.11853601810424026, 0.06410213226899927, 0.11314085686019927, 0.060491359182843235, 0.01565684175609358, 0.06397733281164386, 0.013044990364214557, -0.044125254638529614, -0.026145517560042915, -0.007276554119733752, -0.020900428005272927, -0.05330287785248514, -0.11538207910842768, -0.07211917047758289, -0.05695092469576599, -0.05449537235015367, -0.12463969393688967, -0.11048815119094706, -0.1425135883551305, -0.14198923867430685, -0.1866005564408504, -0.18819226296561078, -0.22318489617457346, -0.16699732190191846, -0.19357207698583775, -0.21428327296694388, -0.25933554276141363, -0.2706645405619543, -0.24804104465400822, -0.2853365954798385, -0.3230913408633098, -0.306881167357813]",0
"[0.8566964194373868, 0.9169199943927279, 0.8958590596271817, 0.8897359323159245, 0.8590752670549836, 0.8978281854884066, 0.828401565122696, 0.8162933447174362, 0.8318491854830606, 0.8467860293664811, 0.841384909787038, 0.8499798127695426, 0.7773925329312121, 0.8249821094107925, 0.8230525199738398, 0.7857968735764023, 0.7989318884886587, 0.7848077476590332, 0.7661659780821413, 0.7859464348757766, 0.8058172515205291, 0.7706980604649017, 0.7219062128370388, 0.7375580495287394, 0.7535998344730613, 0.7484606847904093, 0.7451842192916522, 0.736571384811361, 0.7589409951854064, 0.7260365739436634, 0.7124258557212214, 0.7393178153913028, 0.7291663831566857, 0.7016714786462385, 0.6982800845849321, 0.6834957730032226, 0.6550449690769459, 0.7038243341023733, 0.7200310103265978, 0.6554593685661982, 0.652145823590882, 0.6515417775620652, 0.6530241246868331, 0.6409315477474044, 0.60959730793948, 0.6521123388185482, 0.6532722731384238, 0.6097509225847304, 0.6198865710135913, 0.604621198412929, 0.5798981130189433]",0
"[0.38559173903990057, 0.36287375052388465, 0.29662288993265634, 0.34849781091348825, 0.28228727013487853, 0.3031099414295228, 0.27183310409321604, 0.2308431241984352, 0.195327395591911, 0.16614405591350087, 0.18433419148814537, 0.1736067421401578, 0.12916934589711354, 0.09348100458658162, 0.09493033176228712, 0.12380064540179282, 0.059439001536820545, 0.04417055625402323, 0.024530922886064732, 0.017047315435443328, 0.009972916279275695, 0.005041313161408968, -0.03882113345569183, -0.024502753262020772, -0.0784542703883662, -0.08322792834776446, -0.08360972787771168, -0.1319230860918908, -0.11663639258984199, -0.19299184049211063, -0.18518012734600403, -0.20746681908338885, -0.2178989080305399, -0.2694572497118478, -0.2604315472700407, -0.30129459515109036, -0.3051999361864964, -0.34025204855369773, -0.34512232099686563, -0.36372062366516383, -0.3951281542308635, -0.4087369034542785, -0.4174536638751513, -0.4333312525331579, -0.4340294772502263, -0.4796460818403082, -0.462369061469969, -0.45936109893086885, -0.5184905006720498, -0.5373811953629778, -0.5557787278021724]",0
"[0.8720641959866716, 0.8592054069502495, 0.8635785765344686, 0.8635200493817997, 0.8337217202958961, 0.7945294674058936, 0.8107285401626977, 0.7979987357609833, 0.80102852543789, 0.7708583752041231, 0.7608223132842968, 0.7476797516164531, 0.7033311559782177, 0.7147413908740513, 0.7528496372985284, 0.7026146814549485, 0.7170825395175001, 0.7052808986118054, 0.6724648255717824, 0.642456496856356, 0.6723198461997646, 0.6371206009867827, 0.5768899000657004, 0.6191688146142238, 0.5972422545109586, 0.537535308876005, 0.5681494705395316, 0.5517630547669266, 0.585048462421116, 0.5519135146888534, 0.5611726702220513, 0.5176318535059761, 0.5315904508918858, 0.48105903638551045, 0.5043044061685232, 0.4815457459851819, 0.45212037401719524, 0.4177543742170859, 0.41606307109772644, 0.4229096520427912, 0.36489332294874166, 0.3975302566758782, 0.3982054176684123, 0.37673263606411034, 0.3572227186840677, 0.3178223283778271, 0.34045729551097725, 0.3193430866207624, 0.33172864980796807, 0.31188914546294344, 0.279650378431949]",0
"[0.6381572066618761, 0.6297453240903783, 0.6383978709412206, 0.6331816893366554, 0.5876641193951342, 0.5998369326400375, 0.579188338782333, 0.5840284146737305, 0.5578070569498838, 0.5393608669926525, 0.5447105862978574, 0.56564713484754, 0.5375128396855653, 0.5626750017446771, 0.5658660287951147, 0.5188185304978151, 0.5272065306233386, 0.48207342912949047, 0.5066418164534213, 0.5225862987660344, 0.4840060227160891, 0.4417126623058318, 0.5063714759329372, 0.48731816584501647, 0.4811679985072164, 0.46139349826464493, 0.4523024285264705, 0.4561559300296999, 0.47483944248669985, 0.4672795963444813, 0.4339071181333919, 0.3968064792987669, 0.42743360869961144, 0.44698681244684935, 0.4177036037468321, 0.4436774864229823, 0.38918425791238254, 0.38263984706371423, 0.39684879470471024, 0.4063440384857562, 0.3595864779828035, 0.36676304864409626, 0.3735406420918169, 0.38175616404892987, 0.34020937029779186, 0.33335047450925676, 0.33317345537974885, 0.3563227174363564, 0.33821283813084035, 0.3461835522567607, 0.3274676078248524]",0
"[0.801693971292469, 0.7746459454480656, 0.7531978601326633, 0.7085281807961317, 0.6830629947332242, 0.6199462719174272, 0.613346934054273, 0.5545571910419919, 0.5486432227372547, 0.49918185652567304, 0.5078333910360745, 0.4797826636462822, 0.41963786917514123, 0.4030758412453424, 0.3594687598357618, 0.35430268439167145, 0.33650775857505566, 0.27154971076690976, 0.238634540203536, 0.21249524002338496, 0.16134966423103916, 0.16909162100727188, 0.13832469648822415, 0.08147317530162912, 0.05648212822515445, 0.050351989248233905, -0.011995949405412477, -0.052161073152739504, -0.07859151629511368, -0.055079955128162, -0.15603646720342662, -0.1664629310807786, -0.17810188735882593, -0.23419578425549822, -0.23793540633701243, -0.26954032292910624, -0.29796062002232176, -0.3168481798972303, -0.3803557638988845, -0.3937352853068265, -0.40455457465898537, -0.46017454868064367, -0.5178712977489238, -0.5358489451517052, -0.5610911912680325, -0.573955721615253, -0.611951066197968, -0.6354131987175634, -0.6409786339165813, -0.7121831402936417, -0.7334900839964006]",0
"[0.0670627224719997, 0.08125910533041336, 0.04556015511949595, 0.07503635187737094, 0.10138727189218441, 0.0545923713397462, 0.0377370763637744, 0.0403023483462251, 0.01644943923553798, 0.06805039300172984, 0.05822807921000547, 0.040814342031571804, 0.025391246921709763, 0.01678796726341268, 0.06332317708110047, 0.055044776932570046, 0.0031526375806451533, 0.025847184600365745, 0.03356606648959326, 0.0025337229980539775, 0.012353154631354368, 0.034016636397641, -0.020573222963605767, -0.029342736855445035, -0.08781549634057213, -0.018828557078787087, -0.03828611856232912, 0.007470839070816325, -0.0393156474455008, -0.03995989689186063, -0.030380626426618332, -0.025937923185117007, -0.019779447986372566, -0.076372433753043, -0.0611441178526935, 0.002201574811960434, -0.04950244950774861, -0.05533703131040359, -0.03886823095513831, -0.08863753551036083, -0.06644514247303984, -0.08989412435267508, -0.10320838327256518, -0.07403535620933824, -0.09314749837376314, -0.11761962722897766, -0.10305816034229577, -0.11683504447439265, -0.06902933932970148, -0.09409166348470098, -0.10311756691425748]",0
"[0.40541551725772823, 0.35128594095047105, 0.31969675969847516, 0.32454949647836945, 0.2819738493353911, 0.27212190550625487, 0.29684493797641676, 0.2682081554613368, 0.1679839498958145, 0.15020217836183397, 0.16742584760772508, 0.14310782947788156, 0.09032442731278023, 0.11790468759524853, 0.07678388385145242, 0.055173402679487005, 0.0518423917234315, 0.01946496931808269, 0.006110451997357772, -0.04466285126597272, -0.08855444961345886, -0.07935587031797112, -0.13515499375939602, -0.11674407283468725, -0.17912641821064185, -0.20433381018440713, -0.20838026973316512, -0.25853623974884354, -0.25175818977327724, -0.22173572927294777, -0.2586811522150963, -0.2988700088873478, -0.3493654775486171, -0.35582671722422693, -0.3683329938418439, -0.4280644351968851, -0.4075993216834233, -0.3984043793353677, -0.490302075646605, -0.48725308302489734, -0.5139421171035488, -0.5785692853168413, -0.5627300762570611, -0.5636125115551831, -0.6268669644283048, -0.6307255516891969, -0.6791049955944773, -0.6737972666514994, -0.7039385632338432, -0.7239497740417575, -0.7673258627851515]",0
"[0.1750446109004712, 0.19163847117186036, 0.15121298879949682, 0.1471391171340514, 0.12648781377623164, 0.10457988321889128, 0.1007849437563543, 0.06729915398331576, 0.09636376658892713, 0.08815977322531551, 0.09077258611412665, 0.03850393595690289, 0.03179590923381265, 0.03700386140793638, 0.05343877485251062, 0.016161303842327533, -0.02650825084563338, 0.005137980852643765, -0.01276699369603603, -0.07912647945472576, -0.06260765755188163, -0.04877617482788387, -0.09098799078313005, -0.12161089394150734, -0.04723399845594219, -0.1043136014238598, -0.10277068650647175, -0.12900170795020285, -0.17242166005614412, -0.1549048830337364, -0.16930577084049095, -0.1816806437804636, -0.19722602842599382, -0.21369328785833883, -0.20051085925209253, -0.19094917939149395, -0.23928811475942838, -0.23199800009914254, -0.2576193417889764, -0.276716514469285, -0.29836470500371454, -0.29824462770641114, -0.3060761344586683, -0.31956409981725264, -0.34283982202401553, -0.3048192400868507, -0.36638366081640333, -0.37016011337480653, -0.3733667839023694, -0.40245956242319664, -0.4188712664587605]",0
"[0.19744242675161924, 0.1950095149385139, 0.16158270142313494, 0.1629414265818723, 0.1855337008249831, 0.15783552260348516, 0.15903507858977206, 0.13228052453332134, 0.12797951544840408, 0.08572847831172442, 0.07842211661140644, 0.04476235106167627, 0.06368445431554945, 0.08592969215412866, 0.06578725220693199, 0.029449221640873907, 0.023890478236446036, 0.04405542136132151, 0.056491533922211255, -0.019288148019686056, 0.023086925036481805, 0.0027310984952598344, -0.023282585259250987, -0.01104952169970854, -0.04687027330126912, -0.06472718874419864, -0.08318925806244863, -0.08346541185271904, -0.0957496206092558, -0.10699957469151046, -0.09594946817938456, -0.09905174494684629, -0.13554254845306188, -0.148468288091561, -0.16242985069077273, -0.16863872584488204, -0.16483116517338717, -0.17659092576382523, -0.1789132193614123, -0.17279943365583916, -0.18248414303337224, -0.2261432328491198, -0.24007802099403963, -0.2235900032889601, -0.21224699690643845, -0.22032514153844993, -0.24453650331981872, -0.2767342359697407, -0.24707600853118517, -0.29764102476149673, -0.3215038090095401]",0
"[0.1495157669352209, 0.09026826986287731, 0.10699416522641136, 0.08320091655638555, 0.006345453012631827, 0.06200885219317235, 0.049059979229400065, -0.02676494103837349, -0.04443923779724902, -0.0112116259084961, -0.03881366814452298, -0.09725174355791377, -0.050620167919511794, -0.1187248774639293, -0.13325764495079603, -0.160450157034397, -0.15990661394232678, -0.21358313535485557, -0.19193719994525912, -0.23679505492788303, -0.2391182430663115, -0.249834424454069, -0.28706103097528135, -0.2922785013196519, -0.3180500986585748, -0.316502594622328, -0.35545146960340235, -0.380734989392327, -0.3870971995101568, -0.4083329066136301, -0.4327446014551483, -0.4381865436421915, -0.41680919828115864, -0.47009305058984446, -0.4930073811687595, -0.5363398312651206, -0.5185691506140747, -0.5177990627286886, -0.5284158404816095, -0.5472937200083208, -0.5849017393718916, -0.596514728643514, -0.6155309962846557, -0.6827960166510986, -0.676347979017407, -0.6545180494611135, -0.6907314976892371, -0.7416942842129934, -0.7475885448381698, -0.7487287089251982, -0.7787194014764751]",0
"[0.7499395852268653, 0.7479848529514403, 0.7435363559318552, 0.7308445572606248, 0.6433712989444533, 0.6353307668073226, 0.640751324901543, 0.6041853666256745, 0.5851294007471807, 0.5663408320497489, 0.571437580346796, 0.5355179368703861, 0.4541483003731402, 0.4543395464651865, 0.44281207950891877, 0.39809208809707414, 0.37943492336489815, 0.3861544473251181, 0.32192436865657975, 0.32981585843562533, 0.29064600319025835, 0.27392893754417086, 0.21367916855215918, 0.1902688302867352, 0.16548612619405706, 0.16339197674708844, 0.14273047059843832, 0.1282223056131281, 0.0984252583837647, 0.05192236569879969, 0.03573237301376009, -0.009695797852855516, -0.02026116670932088, -0.06001327523169447, -0.08120817690778805, -0.11555385267494922, -0.16668952558680564, -0.1710081229728547, -0.16876534464563575, -0.21938884807391745, -0.2218307086130547, -0.2695094894030223, -0.27635918807819027, -0.31905693387594763, -0.3154956120732784, -0.3763060441473187, -0.36455661115483917, -0.41715361763443876, -0.41981978884475385, -0.42637062936271053, -0.49571125541884303]",0
"[0.5696256700461052, 0.5197424510127486, 0.5709158942595581, 0.5595262011381952, 0.5386426470765739, 0.518730797605274, 0.5350144007216718, 0.46126670112515633, 0.47586256792014386, 0.48525660230129963, 0.4614561819369815, 0.4728276879484023, 0.4452124670772828, 0.42944298797220226, 0.4071222985406837, 0.39024864086685856, 0.4098602510636667, 0.3843796198854717, 0.3650287895823976, 0.4152272056814971, 0.3529049535803208, 0.3487508595007644, 0.31061767337708895, 0.3240537217016152, 0.3155975442209484, 0.31468828581836045, 0.349184978805283, 0.31834567665160335, 0.2811978156230459, 0.29469734413119186, 0.23216668397703938, 0.2723121315019141, 0.26814014043653767, 0.2635980857676558, 0.2265634624174623, 0.23256103581700402, 0.21995262318256847, 0.19526988586301508, 0.17014300555674466, 0.16912344224483059, 0.17570567114426594, 0.15202447250621307, 0.12169889921507876, 0.1329074752670894, 0.10546475745032169, 0.13138374124442193, 0.09868107964294688, 0.12728737009975927, 0.034016615025444216, 0.10591741090200482, 0.06748756322713742]",0
"[0.17006223366245576, 0.12396490734712, 0.17816134332274916, 0.09240962577897646, 0.11097777935241052, 0.06749863515109443, 0.07084989788999865, 0.03273994144756253, 0.049195175992647416, 0.017560645921133024, 0.05070076092878415, 0.014060047392700836, -0.03830742587265613, -0.03793117314998619, -0.038145154148214046, -0.0566424782553231, -0.09802769173465611, -0.10031366310628125, -0.10916733129154754, -0.12403377622608523, -0.1661401193270753, -0.14751000675658105, -0.1773817932763052, -0.18038097706501152, -0.16815173377786047, -0.17210028113143552, -0.2413635857174232, -0.2515957655371403, -0.2643448168315382, -0.2838459626134409, -0.3118375947840795, -0.3150991952073662, -0.3099919453063352, -0.35759459587636244, -0.3142986718261424, -0.3731971944119917, -0.36485114531207397, -0.3515648096477265, -0.3776089517008167, -0.4305094837976463, -0.4497205645671453, -0.4267188040324443, -0.4784637860610504, -0.47786684540076657, -0.5175784307364746, -0.4779236068508092, -0.5244861701092532, -0.5491482655658506, -0.558773835995997, -0.6346591016089883, -0.6031714744116032]",0
"[0.021690505727992335, -0.02992876489370498, 0.022418502929449687, -0.019246560701272918, -0.02575198586933726, -0.02463768267480311, -0.06252500868021618, -0.023162118620809503, -0.05977721431912952, -0.05498482157877615, -0.06854129673698875, -0.04529489286198723, -0.026632333786972807, -0.048478468522963086, -0.07501707260666744, -0.07235858542904369, -0.10661424409565948, -0.14427421133678284, -0.13887056604739462, -0.1146158081957012, -0.1434331097577332, -0.16581719163617956, -0.10464974350375625, -0.13557154368353025, -0.13982486341504557, -0.18159268513215862, -0.1988539956540258, -0.18814704339153446, -0.18801203062530358, -0.19185119868866868, -0.19790453423178492, -0.22402416068259157, -0.2217948467876454, -0.1862923361905634, -0.24320755847924144, -0.2112153124522493, -0.26773939860704826, -0.2554692532618367, -0.2666929438530456, -0.2593997361517285, -0.313953086576305, -0.2923641163370317, -0.26648465549891914, -0.3074603483323285, -0.3143908248372903, -0.3329931588187813, -0.3205758714877708, -0.32900457777506914, -0.3384487614257534, -0.34997408372423316, -0.3543985749703378]",0
"[0.17771474961194234, 0.2123066494502717, 0.19923053502263463, 0.20903134532907722, 0.21492812090627286, 0.16165370353897762, 0.17501298078849578, 0.12725693328332613, 0.18352366267946263, 0.13520139127447028, 0.1622589929493061, 0.14036424170818598, 0.13697037329588027, 0.09120888985360792, 0.09582114544223336, 0.10886510285283119, 0.07874359316657954, 0.0961645631325715, 0.10489134905651508, 0.09657635549598288, 0.048487140893036504, 0.08305323112230084, 0.06815826119899109, 0.06129689061130139, 0.09039977072908595, 0.0563693934769128, 0.03978941396438318, 0.021993414785606093, 0.014723815272277521, -0.0023588419677765173, 0.030735228823908205, -0.014333506761457053, -0.01857038293208397, -0.029569395441820162, -0.04517474190663031, 4.255942541572105e-05, -0.03606769720657252, -0.005274952750083793, -0.07374834280563976, -0.03503162010137885, -0.0754332876280522, -0.037786425227609825, -0.09212230096279549, -0.11077924147601889, -0.08586029251799089, -0.07023924849870766, -0.11186681328161316, -0.10998711823686853, -0.10656401420871975, -0.13898305059807298, -0.12452705553650192]",0
"[0.7772323771160371, 0.7681252738504392, 0.7253862979757106, 0.7481288046629712, 0.7413400846038698, 0.7425599631364193, 0.7260596598254181, 0.7158901310407217, 0.7039951288220687, 0.733367370815785, 0.7144683801143825, 0.7063744696845002, 0.7232190091110433, 0.722708882038387, 0.6765883155425305, 0.6910418006203106, 0.6770981772667698, 0.7163527362843379, 0.684574053032467, 0.6694783764165614, 0.6697058666632025, 0.641892813058943, 0.6530310692438074, 0.691104758408221, 0.6414695431210972, 0.6082993101257694, 0.6772054724273338, 0.6358423162039162, 0.6063485554599057, 0.6395139677616036, 0.638185891958238, 0.6206659487417155, 0.6005607185639429, 0.6201143169573893, 0.5847777610182856, 0.5730082738214548, 0.595901975152489, 0.5673198159959623, 0.5845804325647831, 0.580174643669189, 0.6012929735462246, 0.566997235996566, 0.5662784137441736, 0.5433051023547447, 0.58809330406024, 0.5468764063849701, 0.5283206696657754, 0.536867012916914, 0.5252930250200917, 0.5522057402826018, 0.5178720697145465]",0
"[0.19452639080016831, 0.20049244260050336, 0.17157952116299832, 0.14714257998815916, 0.17512932541757237, 0.17459584697841557, 0.11691282707404789, 0.16240784822803161, 0.1072597788212408, 0.11046892755617874, 0.13654626734252648, 0.11970744626305456, 0.11829384131425193, 0.10595097437504011, 0.09089029740876849, 0.06415470298050929, 0.08651432262259588, 0.08644872230588295, 0.08637489922786608, 0.04127174665839947, 0.07812409878367418, 0.0480846656340356, 0.06049104050732472, -0.01604364465599018, 0.025003866563619706, 0.025793464886019524, -0.049388458249045045, 0.020858548894894226, -0.021615501179476748, -0.007424892402943608, -0.031082260023548497, 0.0002653327014081122, -0.03331377467520299, -0.050254197502806665, -0.04186277653913208, -0.07794886616890098, -0.07286175613254714, -0.05781271196455553, -0.04732849639446002, -0.0874608637748681, -0.11925470474624283, -0.09693488566880837, -0.13755363890410088, -0.10114364653533102, -0.10148684112145602, -0.10400855563601677, -0.07564690681315342, -0.13809343253277934, -0.14862959516864072, -0.11461489603850249, -0.14263803549732085]",0
"[0.06898784520922562, 0.06056683159283328, 0.013993757611559396, 0.03312099182360883, 0.03048940068044219, 0.0005415163413419171, -0.028710875752368397, -0.0317328298789628, -0.021934279048845932, -0.04694875262209425, -0.05478717181637907, -0.04171595009930893, -0.06322252145611673, -0.08634234388241487, -0.06369344098660754, -0.10453500771409252, -0.16509838788272468, -0.17349837371494112, -0.11347969298202924, -0.141151119962603, -0.19877029321956896, -0.1946612547551275, -0.16173233022127886, -0.17385746417764586, -0.22654141297894523, -0.23157011413155998, -0.22437672231546976, -0.26412127522069356, -0.28757969971504277, -0.28220315085772063, -0.26682339461008603, -0.3341797602454216, -0.31529918660735684, -0.27869495244345277, -0.3744807372824469, -0.3832312104648691, -0.35216214153238173, -0.37221391030461337, -0.3695530262530644, -0.427660687187835, -0.40688595622174817, -0.4381676961083419, -0.44802992993047414, -0.447161535128467, -0.46944425068811035, -0.4568121602314947, -0.45247282666837496, -0.4841587970727887, -0.5353444303406277, -0.5240080165959411, -0.5406591257178682]",0
